"Rate ID";"User ID";"Obs Session ID";"Start Date";"End Date";Ra;Decl;Teff;F;Lm;Shower;Method;Number
966188;6700;79960;"2020-02-02 15:30:00";"2020-02-02 16:30:00";185.0000;-25.0000;1.0000;1.0000;6.25;SPO;C;2
966189;6700;79961;"2020-02-19 10:15:00";"2020-02-19 11:15:00";135.0000;-45.0000;1.0000;1.0000;5.9;ANT;C;0
966190;6700;79961;"2020-02-19 10:15:00";"2020-02-19 11:15:00";135.0000;-45.0000;1.0000;1.0000;5.9;ACE;C;0
966191;6700;79961;"2020-02-19 10:15:00";"2020-02-19 11:15:00";135.0000;-45.0000;1.0000;1.0000;5.9;SPO;C;3
966192;6700;79961;"2020-02-19 12:00:00";"2020-02-19 13:00:00";150.0000;-45.0000;1.0000;1.0000;5.9;ANT;C;1
966193;6700;79961;"2020-02-19 12:00:00";"2020-02-19 13:00:00";150.0000;-45.0000;1.0000;1.0000;5.9;ACE;C;0
966194;6700;79961;"2020-02-19 12:00:00";"2020-02-19 13:00:00";150.0000;-45.0000;1.0000;1.0000;5.9;SPO;C;1
966195;6700;79961;"2020-02-19 13:00:00";"2020-02-19 14:00:00";165.0000;-45.0000;0.9500;1.0000;5.8;ANT;C;0
966196;6700;79961;"2020-02-19 13:00:00";"2020-02-19 14:00:00";165.0000;-45.0000;0.9500;1.0000;5.8;ACE;C;0
966197;6700;79961;"2020-02-19 13:00:00";"2020-02-19 14:00:00";165.0000;-45.0000;0.9500;1.0000;5.8;SPO;C;3
966198;6700;79962;"2020-02-20 09:55:00";"2020-02-20 10:55:00";120.0000;0.0000;0.9300;1.4200;5.7;ANT;C;0
966199;6700;79962;"2020-02-20 09:55:00";"2020-02-20 10:55:00";120.0000;0.0000;0.9300;1.4200;5.7;ACE;C;0
966200;6700;79962;"2020-02-20 09:55:00";"2020-02-20 10:55:00";120.0000;0.0000;0.9300;1.4200;5.7;SPO;C;0
966201;6700;79963;"2020-02-25 12:55:00";"2020-02-25 13:55:00";160.0000;0.0000;0.9300;1.0000;6.1;ANT;C;0
966202;6700;79963;"2020-02-25 12:55:00";"2020-02-25 13:55:00";160.0000;0.0000;0.9300;1.0000;6.1;SPO;C;2
966203;6700;79964;"2020-02-28 11:50:00";"2020-02-28 12:50:00";165.0000;-45.0000;1.0000;1.2500;5.9;ANT;C;0
966204;6700;79964;"2020-02-28 11:50:00";"2020-02-28 12:50:00";165.0000;-45.0000;1.0000;1.2500;5.9;GNO;C;0
966205;6700;79964;"2020-02-28 11:50:00";"2020-02-28 12:50:00";165.0000;-45.0000;1.0000;1.2500;5.9;SPO;C;1
966206;6700;79965;"2020-02-29 12:25:00";"2020-02-29 13:25:00";170.0000;-45.0000;1.0000;1.0000;6.1;ANT;C;2
966207;6700;79965;"2020-02-29 12:25:00";"2020-02-29 13:25:00";170.0000;-45.0000;1.0000;1.0000;6.1;SPO;C;1
966208;6700;79965;"2020-02-29 13:25:00";"2020-02-29 14:25:00";185.0000;-45.0000;0.9500;1.0000;6.1;ANT;C;2
966209;6700;79965;"2020-02-29 13:25:00";"2020-02-29 14:25:00";185.0000;-45.0000;0.9500;1.0000;6.1;SPO;C;2
966210;6700;79965;"2020-02-29 14:30:00";"2020-02-29 15:30:00";200.0000;-45.0000;0.9500;1.0000;6;ANT;C;2
966211;6700;79965;"2020-02-29 14:30:00";"2020-02-29 15:30:00";200.0000;-45.0000;0.9500;1.0000;6;SPO;C;3
966212;82;79966;"2020-03-12 18:42:00";"2020-03-12 20:24:00";95.0000;25.0000;1.7000;1.0000;6.27;ANT;R;1
966213;82;79966;"2020-03-12 18:42:00";"2020-03-12 20:24:00";95.0000;25.0000;1.7000;1.0000;6.27;SPO;R;8
966214;;79967;"2020-01-21 10:15:00";"2020-01-21 11:15:00";105.0000;-45.0000;1.0000;1.2500;6.4;ANT;C;0
966215;;79967;"2020-01-21 10:15:00";"2020-01-21 11:15:00";105.0000;-45.0000;1.0000;1.2500;6.4;SPO;C;4
966216;;79967;"2020-01-21 11:20:00";"2020-01-21 11:50:00";120.0000;-45.0000;0.5000;1.3000;6.4;ANT;C;1
966217;;79967;"2020-01-21 11:20:00";"2020-01-21 11:50:00";120.0000;-45.0000;0.5000;1.3000;6.4;SPO;C;2
966218;;79968;"2020-01-27 10:55:00";"2020-01-27 11:55:00";120.0000;-35.0000;1.0000;1.1000;6.5;ANT;C;2
966219;;79968;"2020-01-27 10:55:00";"2020-01-27 11:55:00";120.0000;-35.0000;1.0000;1.1000;6.5;SPO;C;3
966220;;79969;"2020-02-19 13:00:00";"2020-02-19 14:00:00";135.0000;-55.0000;0.9500;1.0000;6.3;ANT;C;0
966221;;79969;"2020-02-19 13:00:00";"2020-02-19 14:00:00";135.0000;-55.0000;0.9500;1.0000;6.3;ACE;C;0
966222;;79969;"2020-02-19 13:00:00";"2020-02-19 14:00:00";135.0000;-55.0000;0.9500;1.0000;6.3;SPO;C;2
966223;82;79970;"2020-03-13 20:30:00";"2020-03-13 21:15:00";145.0000;20.0000;0.7500;1.0000;6.22;ANT;R;2
966224;82;79970;"2020-03-13 20:30:00";"2020-03-13 21:15:00";145.0000;20.0000;0.7500;1.0000;6.22;SPO;R;3
966225;82;79971;"2020-03-14 20:00:00";"2020-03-14 21:00:00";135.0000;25.0000;1.0000;1.0000;6.32;ANT;R;0
966226;82;79971;"2020-03-14 20:00:00";"2020-03-14 21:00:00";135.0000;25.0000;1.0000;1.0000;6.32;SPO;R;5
966227;82;79971;"2020-03-14 21:00:00";"2020-03-14 22:00:00";145.0000;25.0000;1.0000;1.0000;6.32;ANT;R;2
966228;82;79971;"2020-03-14 21:00:00";"2020-03-14 22:00:00";145.0000;25.0000;1.0000;1.0000;6.32;SPO;R;4
966229;210;79972;"2020-03-13 20:30:00";"2020-03-13 21:15:00";130.0000;40.0000;0.7500;1.0000;6.55;ANT;C;2
966230;210;79972;"2020-03-13 20:30:00";"2020-03-13 21:15:00";130.0000;40.0000;0.7500;1.0000;6.55;SPO;C;5
966231;210;79973;"2020-03-14 20:00:00";"2020-03-14 22:00:00";120.0000;40.0000;2.0000;1.0000;6.63;ANT;C;3
966232;210;79973;"2020-03-14 20:00:00";"2020-03-14 22:00:00";120.0000;40.0000;2.0000;1.0000;6.63;SPO;C;11
966233;7466;79974;"2020-03-17 09:15:00";"2020-03-17 10:15:00";90.0000;-90.0000;1.0000;1.1100;5;ANT;C;0
966234;7466;79974;"2020-03-17 09:15:00";"2020-03-17 10:15:00";90.0000;-90.0000;1.0000;1.1100;5;U565;C;0
966235;7466;79974;"2020-03-17 09:15:00";"2020-03-17 10:15:00";90.0000;-90.0000;1.0000;1.1100;5;SPO;C;2
966236;210;79975;"2020-03-16 19:50:00";"2020-03-16 21:50:00";110.0000;30.0000;2.0000;1.0000;6.64;ANT;C;3
966237;210;79975;"2020-03-16 19:50:00";"2020-03-16 21:50:00";110.0000;30.0000;2.0000;1.0000;6.64;SPO;C;13
966238;82;79976;"2020-03-17 00:30:00";"2020-03-17 01:30:00";180.0000;25.0000;1.0000;1.0000;6.23;ANT;R;1
966239;82;79976;"2020-03-17 00:30:00";"2020-03-17 01:30:00";180.0000;25.0000;1.0000;1.0000;6.23;SPO;R;6
966240;82;79976;"2020-03-17 01:30:00";"2020-03-17 02:30:00";200.0000;25.0000;1.0000;1.0000;6.25;ANT;R;3
966241;82;79976;"2020-03-17 01:30:00";"2020-03-17 02:30:00";200.0000;25.0000;1.0000;1.0000;6.25;SPO;R;4
966242;82;79977;"2020-03-18 01:15:00";"2020-03-18 02:25:00";195.0000;25.0000;1.1600;1.0000;6.3;ANT;R;1
966243;82;79977;"2020-03-18 01:15:00";"2020-03-18 02:25:00";195.0000;25.0000;1.1600;1.0000;6.3;SPO;R;6
966244;82;79977;"2020-03-18 02:25:00";"2020-03-18 03:35:00";215.0000;25.0000;1.1600;1.0000;6.28;ANT;R;3
966245;82;79977;"2020-03-18 02:25:00";"2020-03-18 03:35:00";215.0000;25.0000;1.1600;1.0000;6.28;SPO;R;9
966246;210;79978;"2020-03-17 23:45:00";"2020-03-18 01:21:00";140.0000;50.0000;1.6000;1.0000;6.64;ANT;C;3
966247;210;79978;"2020-03-17 23:45:00";"2020-03-18 01:21:00";140.0000;50.0000;1.6000;1.0000;6.64;SPO;C;13
966248;7466;79979;"2020-03-20 17:45:00";"2020-03-20 18:15:00";240.0000;-30.0000;0.5000;1.0000;6;GNO;C;1
966249;7466;79979;"2020-03-20 17:45:00";"2020-03-20 18:15:00";240.0000;-30.0000;0.5000;1.0000;6;SPO;C;5
966250;7466;79979;"2020-03-20 18:15:00";"2020-03-20 19:00:00";240.0000;-30.0000;0.7500;1.0000;6;GNO;C;0
966251;7466;79979;"2020-03-20 18:15:00";"2020-03-20 19:00:00";240.0000;-30.0000;0.7500;1.0000;6;SPO;C;6
966252;82;79980;"2020-03-22 00:30:00";"2020-03-22 01:35:00";195.0000;25.0000;1.0800;1.0000;6.38;ANT;R;3
966253;82;79980;"2020-03-22 00:30:00";"2020-03-22 01:35:00";195.0000;25.0000;1.0800;1.0000;6.38;SPO;R;3
966254;82;79980;"2020-03-22 01:35:00";"2020-03-22 02:40:00";210.0000;25.0000;1.0800;1.0000;6.4;ANT;R;0
966255;82;79980;"2020-03-22 01:35:00";"2020-03-22 02:40:00";210.0000;25.0000;1.0800;1.0000;6.4;SPO;R;8
966256;82;79980;"2020-03-22 02:40:00";"2020-03-22 03:45:00";225.0000;25.0000;1.0800;1.0000;6.4;ANT;R;3
966257;82;79980;"2020-03-22 02:40:00";"2020-03-22 03:45:00";225.0000;25.0000;1.0800;1.0000;6.4;SPO;R;5
966258;44;79981;"2020-03-21 23:52:00";"2020-03-22 01:15:00";225.0000;30.0000;1.3833;1.0000;6.2;ANT;C;1
966259;44;79981;"2020-03-21 23:52:00";"2020-03-22 01:15:00";225.0000;30.0000;1.3833;1.0000;6.2;SPO;C;8
966260;418;79982;"2020-03-22 06:48:00";"2020-03-22 08:00:00";188.0000;-20.0000;1.2000;1.0000;6.19;ANT;C;2
966261;418;79982;"2020-03-22 06:48:00";"2020-03-22 08:00:00";188.0000;-20.0000;1.2000;1.0000;6.19;SPO;C;5
966262;210;79983;"2020-03-21 18:50:00";"2020-03-21 19:50:00";120.0000;30.0000;1.0000;1.0000;6.82;ANT;C;2
966263;210;79983;"2020-03-21 18:50:00";"2020-03-21 19:50:00";120.0000;30.0000;1.0000;1.0000;6.82;SPO;C;10
966264;210;79983;"2020-03-21 19:50:00";"2020-03-21 20:50:00";130.0000;30.0000;1.0000;1.0000;6.86;ANT;C;2
966265;210;79983;"2020-03-21 19:50:00";"2020-03-21 20:50:00";130.0000;30.0000;1.0000;1.0000;6.86;SPO;C;9
966266;210;79983;"2020-03-21 21:00:00";"2020-03-21 22:00:00";150.0000;30.0000;1.0000;1.0000;6.86;ANT;C;1
966267;210;79983;"2020-03-21 21:00:00";"2020-03-21 22:00:00";150.0000;30.0000;1.0000;1.0000;6.86;SPO;C;10
966268;210;79983;"2020-03-21 22:00:00";"2020-03-21 23:00:00";150.0000;30.0000;1.0000;1.0000;6.85;ANT;C;1
966269;210;79983;"2020-03-21 22:00:00";"2020-03-21 23:00:00";150.0000;30.0000;1.0000;1.0000;6.85;SPO;C;9
966270;210;79983;"2020-03-22 00:00:00";"2020-03-22 01:30:00";200.0000;40.0000;1.5000;1.0000;6.86;ANT;C;6
966271;210;79983;"2020-03-22 00:00:00";"2020-03-22 01:30:00";200.0000;40.0000;1.5000;1.0000;6.86;SPO;C;20
966272;210;79983;"2020-03-22 01:30:00";"2020-03-22 03:00:00";210.0000;40.0000;1.5000;1.0000;6.86;ANT;C;5
966273;210;79983;"2020-03-22 01:30:00";"2020-03-22 03:00:00";210.0000;40.0000;1.5000;1.0000;6.86;SPO;C;19
966274;44;79984;"2020-03-23 00:22:00";"2020-03-23 01:44:00";225.0000;40.0000;1.3000;1.0000;6.2;ANT;P;1
966275;44;79984;"2020-03-23 00:22:00";"2020-03-23 01:44:00";225.0000;40.0000;1.3000;1.0000;6.2;SPO;P;4
966276;82;79985;"2020-03-23 00:30:00";"2020-03-23 01:30:00";195.0000;25.0000;1.0000;1.0000;6.4;ANT;R;2
966277;82;79985;"2020-03-23 00:30:00";"2020-03-23 01:30:00";195.0000;25.0000;1.0000;1.0000;6.4;SPO;R;4
966278;82;79985;"2020-03-23 01:30:00";"2020-03-23 02:30:00";210.0000;25.0000;1.0000;1.0000;6.4;ANT;R;5
966279;82;79985;"2020-03-23 01:30:00";"2020-03-23 02:30:00";210.0000;25.0000;1.0000;1.0000;6.4;SPO;R;5
966280;82;79985;"2020-03-23 02:30:00";"2020-03-23 03:30:00";225.0000;25.0000;1.0000;1.0000;6.4;ANT;R;1
966281;82;79985;"2020-03-23 02:30:00";"2020-03-23 03:30:00";225.0000;25.0000;1.0000;1.0000;6.4;SPO;R;8
966282;7205;79986;"2020-03-22 23:38:00";"2020-03-23 00:45:00";200.0000;40.0000;1.1000;1.0000;6.3;ANT;P;4
966283;7205;79986;"2020-03-22 23:38:00";"2020-03-23 00:45:00";200.0000;40.0000;1.1000;1.0000;6.3;SPO;P;8
966284;7205;79986;"2020-03-23 00:45:00";"2020-03-23 01:55:00";215.0000;40.0000;1.1000;1.0000;6.3;ANT;P;3
966285;7205;79986;"2020-03-23 00:45:00";"2020-03-23 01:55:00";215.0000;40.0000;1.1000;1.0000;6.3;SPO;P;6
966286;210;79987;"2020-03-22 21:15:00";"2020-03-22 23:15:00";120.0000;30.0000;2.0000;1.0000;6.67;ANT;C;3
966287;210;79987;"2020-03-22 21:15:00";"2020-03-22 23:15:00";120.0000;30.0000;2.0000;1.0000;6.67;SPO;C;17
966288;44;79988;"2020-03-24 00:22:00";"2020-03-24 02:00:00";225.0000;40.0000;1.6000;1.0000;6.25;ANT;P;1
966289;44;79988;"2020-03-24 00:22:00";"2020-03-24 02:00:00";225.0000;40.0000;1.6000;1.0000;6.25;SPO;P;9
966290;82;79989;"2020-03-24 00:42:00";"2020-03-24 01:42:00";190.0000;25.0000;1.0000;1.0000;6.4;ANT;C;2
966291;82;79989;"2020-03-24 00:42:00";"2020-03-24 01:42:00";190.0000;25.0000;1.0000;1.0000;6.4;SPO;C;5
966292;82;79989;"2020-03-24 01:42:00";"2020-03-24 02:42:00";205.0000;25.0000;1.0000;1.0000;6.4;ANT;C;3
966293;82;79989;"2020-03-24 01:42:00";"2020-03-24 02:42:00";205.0000;25.0000;1.0000;1.0000;6.4;SPO;C;6
966294;82;79989;"2020-03-24 02:42:00";"2020-03-24 03:42:00";220.0000;25.0000;1.0000;1.0000;6.4;ANT;C;4
966295;82;79989;"2020-03-24 02:42:00";"2020-03-24 03:42:00";220.0000;25.0000;1.0000;1.0000;6.4;SPO;C;12
966298;7205;79991;"2020-03-24 00:13:00";"2020-03-24 01:16:00";200.0000;40.0000;1.0000;1.0000;6.28;ANT;P;1
966299;7205;79991;"2020-03-24 00:13:00";"2020-03-24 01:16:00";200.0000;40.0000;1.0000;1.0000;6.28;SPO;P;8
966300;7205;79991;"2020-03-24 01:16:00";"2020-03-24 02:20:00";205.0000;40.0000;1.0000;1.0000;6.28;ANT;P;3
966301;7205;79991;"2020-03-24 01:16:00";"2020-03-24 02:20:00";205.0000;40.0000;1.0000;1.0000;6.28;SPO;C;5
966302;210;79992;"2020-03-23 23:15:00";"2020-03-24 00:15:00";160.0000;40.0000;1.0000;1.0000;6.64;ANT;C;2
966303;210;79992;"2020-03-23 23:15:00";"2020-03-24 00:15:00";160.0000;40.0000;1.0000;1.0000;6.64;SPO;C;8
966304;210;79992;"2020-03-24 00:15:00";"2020-03-24 01:15:00";160.0000;40.0000;1.0000;1.0000;6.64;ANT;C;1
966305;210;79992;"2020-03-24 00:15:00";"2020-03-24 01:15:00";160.0000;40.0000;1.0000;1.0000;6.64;SPO;C;10
966306;210;79992;"2020-03-24 01:15:00";"2020-03-24 02:15:00";190.0000;40.0000;1.0000;1.0000;6.64;ANT;C;2
966307;210;79992;"2020-03-24 01:15:00";"2020-03-24 02:15:00";190.0000;40.0000;1.0000;1.0000;6.64;SPO;C;9
966308;210;79992;"2020-03-24 02:15:00";"2020-03-24 03:15:00";200.0000;40.0000;1.0000;1.0000;6.64;ANT;C;4
966309;210;79992;"2020-03-24 02:15:00";"2020-03-24 03:15:00";200.0000;40.0000;1.0000;1.0000;6.64;SPO;C;8
966310;44;79993;"2020-03-25 00:18:00";"2020-03-25 01:35:00";225.0000;45.0000;1.2600;1.0000;6.16;ANT;P;0
966311;44;79993;"2020-03-25 00:18:00";"2020-03-25 01:35:00";225.0000;45.0000;1.2600;1.0000;6.16;SPO;P;6
966312;82;79994;"2020-03-25 00:30:00";"2020-03-25 01:30:00";200.0000;25.0000;1.0000;1.0000;6.41;ANT;R;3
966313;82;79994;"2020-03-25 00:30:00";"2020-03-25 01:30:00";200.0000;25.0000;1.0000;1.0000;6.41;SPO;R;7
966314;82;79994;"2020-03-25 01:30:00";"2020-03-25 02:30:00";220.0000;25.0000;1.0000;1.0000;6.41;ANT;R;1
966315;82;79994;"2020-03-25 01:30:00";"2020-03-25 02:30:00";220.0000;25.0000;1.0000;1.0000;6.41;SPO;R;7
966316;82;79994;"2020-03-25 02:30:00";"2020-03-25 03:30:00";240.0000;25.0000;1.0000;1.0000;6.43;ANT;R;2
966317;82;79994;"2020-03-25 02:30:00";"2020-03-25 03:30:00";240.0000;25.0000;1.0000;1.0000;6.43;SPO;R;8
966318;7205;79995;"2020-03-25 00:40:00";"2020-03-25 01:43:00";205.0000;40.0000;1.0000;1.0000;6.3;ANT;P;3
966319;7205;79995;"2020-03-25 00:40:00";"2020-03-25 01:43:00";205.0000;40.0000;1.0000;1.0000;6.3;SPO;P;5
966320;7205;79995;"2020-03-25 01:43:00";"2020-03-25 02:46:00";215.0000;40.0000;1.0000;1.0000;6.3;ANT;P;0
966321;7205;79995;"2020-03-25 01:43:00";"2020-03-25 02:46:00";215.0000;40.0000;1.0000;1.0000;6.3;SPO;P;13
966322;49;79996;"2020-03-21 21:00:00";"2020-03-21 22:00:00";160.0000;50.0000;1.0000;1.0000;6.25;ANT;C;1
966323;49;79996;"2020-03-21 21:00:00";"2020-03-21 22:00:00";160.0000;50.0000;1.0000;1.0000;6.25;SPO;C;6
966324;49;79996;"2020-03-21 22:00:00";"2020-03-21 23:00:00";160.0000;50.0000;1.0000;1.0000;6.25;ANT;C;2
966325;49;79996;"2020-03-21 22:00:00";"2020-03-21 23:00:00";160.0000;50.0000;1.0000;1.0000;6.25;SPO;C;6
966326;418;79997;"2020-03-25 06:38:00";"2020-03-25 08:00:00";200.0000;-10.0000;1.3667;1.0000;6.3;ANT;C;3
966327;418;79997;"2020-03-25 06:38:00";"2020-03-25 08:00:00";200.0000;-10.0000;1.3667;1.0000;6.3;SPO;C;12
966328;44;79998;"2020-03-25 19:53:00";"2020-03-25 21:12:00";150.0000;50.0000;1.3000;1.0000;6.42;ANT;P;1
966329;44;79998;"2020-03-25 19:53:00";"2020-03-25 21:12:00";150.0000;50.0000;1.3000;1.0000;6.42;SPO;P;5
966334;82;80001;"2020-03-26 00:30:00";"2020-03-26 01:30:00";200.0000;25.0000;1.0000;1.0000;6.34;ANT;C;6
966335;82;80001;"2020-03-26 00:30:00";"2020-03-26 01:30:00";200.0000;25.0000;1.0000;1.0000;6.34;SPO;C;5
966336;82;80001;"2020-03-26 01:30:00";"2020-03-26 02:30:00";220.0000;25.0000;1.0000;1.0000;6.37;ANT;C;1
966337;82;80001;"2020-03-26 01:30:00";"2020-03-26 02:30:00";220.0000;25.0000;1.0000;1.0000;6.37;SPO;C;6
966338;82;80001;"2020-03-26 02:30:00";"2020-03-26 03:30:00";235.0000;25.0000;1.0000;1.0000;6.37;ANT;C;2
966339;82;80001;"2020-03-26 02:30:00";"2020-03-26 03:30:00";235.0000;25.0000;1.0000;1.0000;6.37;SPO;C;14
966340;7205;80002;"2020-03-26 00:55:00";"2020-03-26 01:57:00";215.0000;40.0000;1.0000;1.0000;6.25;ANT;P;1
966341;7205;80002;"2020-03-26 00:55:00";"2020-03-26 01:57:00";215.0000;40.0000;1.0000;1.0000;6.25;SPO;P;8
966342;7205;80002;"2020-03-26 01:57:00";"2020-03-26 03:00:00";220.0000;40.0000;1.0000;1.0000;6.25;ANT;P;2
966343;7205;80002;"2020-03-26 01:57:00";"2020-03-26 03:00:00";220.0000;40.0000;1.0000;1.0000;6.25;SPO;P;8
966344;214;80003;"2020-03-21 00:39:00";"2020-03-21 01:39:00";210.0000;30.0000;1.0000;1.0000;6.27;ANT;C;1
966345;214;80003;"2020-03-21 00:39:00";"2020-03-21 01:39:00";210.0000;30.0000;1.0000;1.0000;6.27;SPO;C;4
966346;214;80004;"2020-03-22 01:03:00";"2020-03-22 02:04:00";220.0000;30.0000;1.0000;1.0000;6.4;ANT;C;4
966347;214;80004;"2020-03-22 01:03:00";"2020-03-22 02:04:00";220.0000;30.0000;1.0000;1.0000;6.4;SPO;C;9
966348;214;80004;"2020-03-22 02:04:00";"2020-03-22 03:05:00";235.0000;30.0000;1.0000;1.0000;6.4;ANT;C;2
966349;214;80004;"2020-03-22 02:04:00";"2020-03-22 03:05:00";235.0000;30.0000;1.0000;1.0000;6.4;SPO;C;9
966350;214;80004;"2020-03-22 03:05:00";"2020-03-22 04:06:00";250.0000;30.0000;1.0000;1.0000;6.38;ANT;C;1
966351;214;80004;"2020-03-22 03:05:00";"2020-03-22 04:06:00";250.0000;30.0000;1.0000;1.0000;6.38;SPO;C;12
966352;214;80005;"2020-03-23 01:00:00";"2020-03-23 02:01:00";225.0000;25.0000;1.0000;1.0000;6.39;ANT;C;0
966353;214;80005;"2020-03-23 01:00:00";"2020-03-23 02:01:00";225.0000;25.0000;1.0000;1.0000;6.39;SPO;C;7
966354;214;80005;"2020-03-23 02:01:00";"2020-03-23 03:02:00";240.0000;25.0000;1.0000;1.0000;6.38;ANT;C;3
966355;214;80005;"2020-03-23 02:01:00";"2020-03-23 03:02:00";240.0000;25.0000;1.0000;1.0000;6.38;SPO;C;5
966356;214;80005;"2020-03-23 03:02:00";"2020-03-23 04:03:00";255.0000;25.0000;1.0000;1.0000;6.37;ANT;C;1
966357;214;80005;"2020-03-23 03:02:00";"2020-03-23 04:03:00";255.0000;25.0000;1.0000;1.0000;6.37;SPO;C;11
966358;210;80006;"2020-03-24 23:05:00";"2020-03-25 00:05:00";160.0000;40.0000;1.0000;1.0000;6.69;ANT;C;1
966359;210;80006;"2020-03-24 23:05:00";"2020-03-25 00:05:00";160.0000;40.0000;1.0000;1.0000;6.69;SPO;C;9
966360;210;80006;"2020-03-25 00:05:00";"2020-03-25 01:05:00";170.0000;40.0000;1.0000;1.0000;6.69;ANT;C;2
966361;210;80006;"2020-03-25 00:05:00";"2020-03-25 01:05:00";170.0000;40.0000;1.0000;1.0000;6.69;SPO;C;8
966362;210;80006;"2020-03-25 01:05:00";"2020-03-25 02:05:00";190.0000;40.0000;1.0000;1.0000;6.69;ANT;C;3
966363;210;80006;"2020-03-25 01:05:00";"2020-03-25 02:05:00";190.0000;40.0000;1.0000;1.0000;6.69;SPO;C;8
966364;210;80006;"2020-03-25 02:05:00";"2020-03-25 03:05:00";200.0000;40.0000;1.0000;1.0000;6.69;ANT;C;2
966365;210;80006;"2020-03-25 02:05:00";"2020-03-25 03:05:00";200.0000;40.0000;1.0000;1.0000;6.69;SPO;C;8
966366;418;80007;"2020-03-26 06:55:00";"2020-03-26 08:00:00";200.0000;-10.0000;1.0833;1.0000;6.3;ANT;C;5
966367;418;80007;"2020-03-26 06:55:00";"2020-03-26 08:00:00";200.0000;-10.0000;1.0833;1.0000;6.3;SPO;C;10
966368;44;80008;"2020-03-26 19:01:00";"2020-03-26 20:52:00";135.0000;25.0000;1.6900;1.0000;6.34;ANT;C;2
966369;44;80008;"2020-03-26 19:01:00";"2020-03-26 20:52:00";135.0000;25.0000;1.6900;1.0000;6.34;SPO;C;9
966370;210;80009;"2020-03-25 21:10:00";"2020-03-25 22:10:00";150.0000;30.0000;1.0000;1.0000;6.85;ANT;C;1
966371;210;80009;"2020-03-25 21:10:00";"2020-03-25 22:10:00";150.0000;30.0000;1.0000;1.0000;6.85;SPO;C;10
966372;210;80009;"2020-03-25 22:10:00";"2020-03-25 23:10:00";170.0000;40.0000;1.0000;1.0000;6.85;ANT;C;3
966373;210;80009;"2020-03-25 22:10:00";"2020-03-25 23:10:00";170.0000;40.0000;1.0000;1.0000;6.85;SPO;C;14
966374;210;80009;"2020-03-25 23:10:00";"2020-03-26 00:10:00";170.0000;40.0000;1.0000;1.0000;6.85;ANT;C;2
966375;210;80009;"2020-03-25 23:10:00";"2020-03-26 00:10:00";170.0000;40.0000;1.0000;1.0000;6.85;SPO;C;12
966376;210;80009;"2020-03-26 00:10:00";"2020-03-26 01:10:00";190.0000;30.0000;1.0000;1.0000;6.85;ANT;C;4
966377;210;80009;"2020-03-26 00:10:00";"2020-03-26 01:10:00";190.0000;30.0000;1.0000;1.0000;6.85;SPO;C;9
966378;210;80009;"2020-03-26 01:10:00";"2020-03-26 02:10:00";200.0000;30.0000;1.0000;1.0000;6.85;ANT;C;3
966379;210;80009;"2020-03-26 01:10:00";"2020-03-26 02:10:00";200.0000;30.0000;1.0000;1.0000;6.85;SPO;C;14
966380;210;80009;"2020-03-26 02:10:00";"2020-03-26 03:10:00";210.0000;40.0000;1.0000;1.0000;6.85;ANT;C;2
966381;210;80009;"2020-03-26 02:10:00";"2020-03-26 03:10:00";210.0000;40.0000;1.0000;1.0000;6.85;SPO;C;12
966386;11678;80011;"2020-03-24 22:20:00";"2020-03-24 23:00:00";180.0000;-20.0000;0.6600;1.0000;6.4;ANT;C;1
966387;11678;80011;"2020-03-24 22:20:00";"2020-03-24 23:00:00";180.0000;-20.0000;0.6600;1.0000;6.4;SPO;C;2
966388;11678;80011;"2020-03-24 23:00:00";"2020-03-25 00:00:00";180.0000;-20.0000;1.0000;1.0000;6.4;ANT;C;2
966389;11678;80011;"2020-03-24 23:00:00";"2020-03-25 00:00:00";180.0000;-20.0000;1.0000;1.0000;6.4;SPO;C;0
966390;11678;80012;"2020-03-26 01:10:00";"2020-03-26 01:30:00";160.0000;-15.0000;0.3300;1.0000;6.4;ANT;C;0
966391;11678;80012;"2020-03-26 01:10:00";"2020-03-26 01:30:00";160.0000;-15.0000;0.3300;1.0000;6.4;SPO;C;0
966392;11678;80012;"2020-03-26 01:30:00";"2020-03-26 02:00:00";160.0000;-15.0000;0.5000;1.0000;6.4;ANT;C;2
966393;11678;80012;"2020-03-26 01:30:00";"2020-03-26 02:00:00";160.0000;-15.0000;0.5000;1.0000;6.4;SPO;C;1
966394;11678;80012;"2020-03-26 02:00:00";"2020-03-26 02:30:00";160.0000;-15.0000;0.5000;1.0000;6.4;ANT;C;0
966395;11678;80012;"2020-03-26 02:00:00";"2020-03-26 02:30:00";160.0000;-15.0000;0.5000;1.0000;6.4;SPO;C;1
966434;82;80021;"2020-03-27 23:48:00";"2020-03-28 00:58:00";175.0000;30.0000;1.1600;1.0000;6.29;ANT;C;3
966435;82;80021;"2020-03-27 23:48:00";"2020-03-28 00:58:00";175.0000;30.0000;1.1600;1.0000;6.29;SPO;C;7
966436;82;80021;"2020-03-28 00:58:00";"2020-03-28 02:08:00";190.0000;30.0000;1.1600;1.0000;6.31;ANT;C;2
966437;82;80021;"2020-03-28 00:58:00";"2020-03-28 02:08:00";190.0000;30.0000;1.1600;1.0000;6.31;SPO;C;8
966438;210;80022;"2020-03-27 23:30:00";"2020-03-28 00:30:00";150.0000;50.0000;1.0000;1.0000;6.59;ANT;C;2
